screen,control,expected_behavior,actual_result,status,severity,exact_fix_location,evidence_source,app,role,locale,layout,viewport,control_type
components/JobWorkspace,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,"Static binding: () => onCopy(job.application_link || undefined, 'Application link')",unproven,P3,apps/wathefni-dashboard/src/components/JobWorkspace.tsx:219,static-control,dashboard,,,,,Button
components/JobWorkspace,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,"Static binding: () => onCopy(job.application_link || undefined, 'Application link')",unproven,P3,apps/wathefni-dashboard/src/components/JobWorkspace.tsx:222,static-control,dashboard,,,,,Button
components/JobWorkspace,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: onDownloadQr,unproven,P3,apps/wathefni-dashboard/src/components/JobWorkspace.tsx:234,static-control,dashboard,,,,,Button
components/JobWorkspace,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: onViewCandidates,unproven,P3,apps/wathefni-dashboard/src/components/JobWorkspace.tsx:251,static-control,dashboard,,,,,Button
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: onToggle,unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:224,static-control,dashboard,,,,,button
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,"Static binding: () => {
              void (async () => {
                if (dirty) {
                  const ok = await confirm({
                    title: t('jobsCancel'),
                    body: t('jobsUnsavedConfirm'),
                    confirmLabel: t('jobsCancel'),
                    destructive: true,
                    dir: locale === 'ar' ? 'rtl' : 'ltr',
                  })
                  if (!ok) return
                }
                onCancel()
              })()
            }",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:322,static-control,dashboard,,,,,Button
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('title', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:354,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('title_ar', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:357,static-control,dashboard,,,,,input
components/JobsForm,t('jobsFieldCodeHint'),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('position_code', e.target.value.toUpperCase())",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:360,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('visibility', e.target.value as JobFormValues['visibility'])",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:369,static-control,dashboard,,,,,select
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('department', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:390,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('location', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:393,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('employment_type', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:396,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('work_arrangement', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:399,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('vacancies', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:402,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('application_deadline', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:405,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('expected_start_date', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:408,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('short_summary_en', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:421,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('approve_content_en', e.target.checked)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:429,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('short_summary_ar', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:438,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('approve_content_ar', e.target.checked)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:447,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('description', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:456,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('description_ar', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:459,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('requirements_en', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:462,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('requirements_ar', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:465,static-control,dashboard,,,,,textarea
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('contract_type', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:478,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('salary_min', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:481,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('salary_max', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:484,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('currency', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:487,static-control,dashboard,,,,,input
components/JobsForm,(dynamic/unnamed),Update controlled value/filter and refresh dependent state.,"Static binding: (e) => setField('salary_visibility', e.target.value)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:490,static-control,dashboard,,,,,select
components/JobsForm,t('jobsOwnershipHint'),Update controlled value/filter and refresh dependent state.,"Static binding: (userId) => setField('recruiter_user_id', userId)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:496,static-control,dashboard,,,,,PeoplePicker
components/JobsForm,t('jobsOwnershipHint'),Update controlled value/filter and refresh dependent state.,"Static binding: (userId) => setField('hiring_manager_user_id', userId)",unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:508,static-control,dashboard,,,,,PeoplePicker
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: () => setPreview((value) => !value),unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:545,static-control,dashboard,,,,,Button
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: () => void run('draft'),unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:549,static-control,dashboard,,,,,Button
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: () => void run('save'),unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:553,static-control,dashboard,,,,,Button
components/JobsForm,(dynamic/unnamed),Invoke declared handler once with feedback and safe repeat-click behavior.,Static binding: () => void run('publish'),unproven,P3,apps/wathefni-dashboard/src/components/JobsForm.tsx:558,static-control,dashboard,,,,,Button
components/OfferPanel,Position title,Update controlled value/filter and refresh dependent state.,Static binding: (e) => setTitle(e.target.value),unproven,P3,apps/wathefni-dashboard/src/components/OfferPanel.tsx:86,static-control,dashboard,,,,,input
components/OfferPanel,Base salary (KWD),Update controlled value/filter and refresh dependent state.,Static binding: (e) => setSalary(e.target.value),unproven,P3,apps/wathefni-dashboard/src/components/OfferPanel.tsx:92,static-control,dashboard,,,,,input
components/OfferPanel,Offer wording (English),Update controlled value/filter and refresh dependent state.,Static binding: (e) => setWordingEn(e.target.value),unproven,P3,apps/wathefni-dashboard/src/components/OfferPanel.tsx:98,static-control,dashboard,,,,,textarea
components/OfferPanel,Create draft offer,Invoke declared handler once with feedback and safe repeat-click behavior.,"Static binding: () =>
              void run('Offer draft created', () =>
                createOfferDraft(access, appKey, {
                  position_title: title || undefined,
                  base_salary: salary ? Number(salary) : undefined,
                  wording_en: wordingEn || undefined,
                  currency: 'KWD',
                }),
              )",unproven,P3,apps/wathefni-dashboard/src/components/OfferPanel.tsx:105,static-control,dashboard,,,,,Button
